gene_id	HER2.1	HER2.2	HER2.3	NBS1	NBS2	NBS3	Non.TNBC1	Non.TNBC2	Non.TNBC3	TNBC1	TNBC2	TNBC3
ENSG00000234653	0	0	0	0	0	0	1	0	0	0	0	4
ENSG00000234655	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000234658	0	0	0	0	0	0	0	0	0	6	0	4
ENSG00000234660	0	0	0	0	0	0	0	0	0	3	0	6
ENSG00000234661	9	0	18	9	10	31	9	4	15	5	1	14
ENSG00000234663	95	22	69	2	1	2	18	10	15	40	0	46
ENSG00000234664	2	5	2	35	28	23	2	1	2	1	0	2
ENSG00000234665	2	2	0	10	7	3	12	12	27	47	0	20
ENSG00000234667	0	0	0	1	1	0	4	5	1	5	0	10
ENSG00000234670	0	0	0	0	0	0	1	0	1	1	0	0
ENSG00000234671	0	17	0	0	0	0	0	2	1	4	0	14
ENSG00000234675	0	1	0	1	0	0	1	0	1	3	0	2
ENSG00000234676	0	0	0	1	0	0	0	1	0	2	0	2
ENSG00000234677	0	0	0	0	0	0	0	7	5	9	0	11
ENSG00000234678	174	114	125	392	353	289	214	128	137	122	34	94
ENSG00000234680	0	0	0	0	0	0	1	2	4	8	0	3
ENSG00000234682	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000234683	0	0	0	0	0	0	0	0	0	3	0	1
ENSG00000234684	104	159	78	42	70	38	52	65	54	60	9	48
ENSG00000234685	4	0	1	1	0	1	0	2	6	0	0	1
ENSG00000234686	0	0	0	0	0	0	2	0	0	2	0	5
ENSG00000234688	0	0	0	0	0	0	0	1	1	2	0	4
ENSG00000234690	10	4	2	39	33	27	8	7	7	24	3	26
ENSG00000234692	0	1	0	0	0	0	0	0	0	3	0	0
ENSG00000234693	0	1	0	0	0	1	5	6	2	11	0	9
ENSG00000234694	1	2	0	16	4	10	24	7	6	11	0	6
ENSG00000234695	3	0	1	2	0	0	1	0	0	2	0	2
ENSG00000234696	0	0	0	0	0	0	0	0	2	3	0	4
ENSG00000234698	0	0	0	1	0	1	2	0	0	2	0	2
ENSG00000234699	0	0	0	3	2	2	1	2	1	0	0	3
ENSG00000234700	0	0	0	1	0	0	0	0	0	4	0	7
ENSG00000234701	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000234702	0	1	1	0	0	0	0	0	0	1	0	1
ENSG00000234703	0	0	0	0	0	0	1	0	0	1	0	8
ENSG00000234705	4	4	4	6	2	0	3	8	5	15	0	10
ENSG00000234706	0	0	0	0	0	0	1	1	0	3	0	10
ENSG00000234707	0	0	1	1	0	0	4	0	1	8	0	8
ENSG00000234709	2	3	1	1	5	2	4	6	6	4	2	3
ENSG00000234710	0	0	0	0	0	0	0	2	3	3	3	9
ENSG00000234711	0	0	0	4	1	2	1	1	2	2	1	5
ENSG00000234712	0	0	0	0	0	0	2	0	5	1	0	0
ENSG00000234713	0	0	0	0	0	0	0	2	0	1	1	0
ENSG00000234714	0	0	0	0	0	0	0	0	6	3	0	4
ENSG00000234715	1	0	1	11	29	35	1	0	0	7	0	2
ENSG00000234716	0	1	0	0	0	0	0	1	0	1	0	2
ENSG00000234717	0	1	0	0	0	0	1	0	2	2	1	6
ENSG00000234718	7	15	14	0	1	0	3	5	7	7	1	2
ENSG00000234719	2	0	1	23	26	14	4	6	2	11	0	14
ENSG00000234720	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234721	2	0	0	0	0	0	6	11	5	11	0	19
ENSG00000234722	1	356	1	2	1	1	4	13	11	32	0	66
ENSG00000234723	0	0	1	0	0	0	1	1	1	6	0	7
ENSG00000234724	1	5	0	1	0	1	1	1	3	1	0	3
ENSG00000234726	0	0	1	0	0	0	2	2	1	3	0	5
ENSG00000234730	0	0	0	0	0	0	1	1	0	3	0	2
ENSG00000234731	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234732	0	0	0	0	0	0	0	2	0	2	0	2
ENSG00000234735	0	0	0	0	0	0	0	0	0	4	0	1
ENSG00000234736	2	0	0	3	0	0	1	1	1	5	0	6
ENSG00000234737	5	14	3	4	1	1	2	3	6	4	2	1
ENSG00000234740	8	7	3	0	3	0	4	1	6	5	0	3
ENSG00000234741	508	1078	373	1356	2210	1485	1198	528	813	452	183	249
ENSG00000234742	11	13	11	3	4	3	5	2	7	8	2	6
ENSG00000234743	0	0	1	4	5	4	1	0	0	0	0	1
ENSG00000234744	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234745	4738	3957	5603	18438	17962	15810	6478	2306	3383	18481	1722	4100
ENSG00000234748	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000234749	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234750	4	13	3	3	3	1	5	4	5	8	0	5
ENSG00000234751	4	3	8	1	2	0	3	1	3	3	0	4
ENSG00000234752	14	0	6	0	0	0	43	25	33	4	0	7
ENSG00000234753	5	37	6	20	10	9	11	6	4	49	8	17
ENSG00000234754	1	0	0	1	0	0	3	4	4	4	0	14
ENSG00000234756	0	0	0	0	0	0	0	0	0	2	0	1
ENSG00000234758	3	2	2	5	11	1	4	4	0	4	1	9
ENSG00000234761	0	0	0	1	0	0	0	0	0	1	0	6
ENSG00000234763	0	0	0	2	0	0	5	2	0	4	0	8
ENSG00000234764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234765	0	0	0	0	0	0	1	1	0	2	0	6
ENSG00000234766	0	0	0	0	0	0	2	1	1	1	0	10
ENSG00000234767	0	0	0	0	0	0	2	1	1	8	0	5
ENSG00000234768	0	0	0	0	0	0	3	1	0	2	0	6
ENSG00000234769	3	2	0	5	7	5	2	0	2	2	0	4
ENSG00000234770	3	0	0	0	0	1	1	7	2	4	0	7
ENSG00000234771	39	40	16	633	621	725	58	81	56	66	9	59
ENSG00000234772	7	6	7	0	0	2	2	5	4	6	0	2
ENSG00000234773	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000234775	0	0	1	4	9	6	2	9	3	9	3	21
ENSG00000234776	1	1	2	1	2	3	1	3	0	3	1	3
ENSG00000234777	0	0	0	1	0	0	2	2	2	2	0	1
ENSG00000234779	6	1	2	0	3	2	6	5	6	2	1	2
ENSG00000234780	0	0	0	0	0	0	2	2	0	4	0	5
ENSG00000234781	1	0	0	0	0	0	0	1	0	1	0	2
ENSG00000234782	4	0	1	6	4	1	11	0	5	7	0	1
ENSG00000234784	8	9	11	1	0	0	0	1	3	3	0	0
ENSG00000234785	0	0	0	3	0	1	1	2	3	2	0	4
ENSG00000234787	6	0	0	0	0	0	3	5	8	12	0	28
ENSG00000234788	2	10	1	1	0	0	1	2	0	4	0	2
ENSG00000234789	9	25	8	46	84	93	19	9	8	27	6	9
ENSG00000234790	0	0	0	0	0	0	0	2	3	0	0	0
ENSG00000234791	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000234792	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000234793	5	5	8	60	66	27	13	6	10	5	0	6
ENSG00000234795	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234796	0	0	0	0	1	0	0	2	0	0	0	5
ENSG00000234797	2	8	9	18	26	16	21	7	12	22	2	5
ENSG00000234800	0	0	0	0	0	0	2	0	0	1	0	3
ENSG00000234801	0	0	0	0	0	0	0	1	2	0	0	4
ENSG00000234803	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234805	0	0	0	0	0	0	0	0	0	1	0	4
ENSG00000234806	1	2	1	0	0	1	1	3	1	6	0	2
ENSG00000234807	8	20	11	60	60	55	33	12	14	25	6	16
ENSG00000234810	2	5	1	8	6	35	8	6	6	18	0	29
ENSG00000234811	0	0	0	0	0	0	0	0	0	2	0	4
ENSG00000234812	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234813	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000234814	7	5	4	8	7	18	9	8	6	15	2	34
ENSG00000234816	7	4	1	0	0	0	1	3	7	4	1	4
ENSG00000234817	0	1	0	2	1	2	5	5	4	5	1	10
ENSG00000234818	44	82	130	135	122	172	81	44	48	78	6	52
ENSG00000234819	0	0	0	0	0	0	1	1	0	2	0	1
ENSG00000234821	0	2	0	0	0	0	0	0	2	1	0	2
ENSG00000234825	0	4	1	2	1	2	0	1	4	3	0	1
ENSG00000234826	0	0	0	0	0	0	0	1	1	1	0	0
ENSG00000234828	0	0	1	0	0	0	0	0	1	4	1	14
ENSG00000234829	1	0	0	0	0	0	0	0	0	2	0	1
ENSG00000234830	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234832	0	11	2	10	5	11	4	0	1	4	0	0
ENSG00000234835	4	0	1	1	1	0	0	3	3	1	0	9
ENSG00000234837	0	0	0	0	0	0	0	2	2	1	0	1
ENSG00000234838	0	0	0	0	0	0	1	0	0	2	0	1
ENSG00000234839	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000234840	8	9	3	4	1	0	5	20	34	5	0	16
ENSG00000234841	1	1	0	0	0	1	1	0	0	1	0	3
ENSG00000234842	0	1	1	0	0	0	0	1	0	3	0	2
ENSG00000234844	0	0	0	0	1	0	3	0	1	3	1	4
ENSG00000234848	2	3	2	2	0	1	2	0	0	0	0	13
ENSG00000234850	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234851	6	8	23	125	88	85	10	12	11	2	5	8
ENSG00000234853	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000234854	1	0	1	1	0	0	0	0	0	2	0	2
ENSG00000234855	1	0	0	0	0	0	3	2	1	4	0	10
ENSG00000234857	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234859	0	0	0	5	13	2	3	2	5	6	0	32
ENSG00000234860	1	1	0	0	1	0	1	1	0	4	0	6
ENSG00000234861	0	0	0	0	0	0	0	0	0	1	1	3
ENSG00000234862	0	0	0	0	0	0	0	0	0	1	0	4
ENSG00000234863	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000234864	0	0	0	0	0	0	2	0	1	6	0	22
ENSG00000234865	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000234869	2	5	1	16	5	5	13	6	8	11	1	11
ENSG00000234872	0	0	0	1	0	0	1	2	0	10	0	6
ENSG00000234877	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000234878	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000234880	2	3	2	3	5	4	0	0	1	2	0	1
ENSG00000234881	3	21	8	0	0	0	1	3	5	2	0	0
ENSG00000234882	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234883	20	19	53	9	30	13	32	6	24	16	4	13
ENSG00000234884	3	0	0	0	1	0	0	2	3	3	0	2
ENSG00000234886	9	11	12	0	0	0	1	5	3	3	1	1
ENSG00000234888	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234889	0	0	0	0	0	0	0	0	1	2	0	3
ENSG00000234890	0	4	0	0	0	0	0	1	0	3	0	0
ENSG00000234891	0	0	0	0	0	0	0	0	0	4	0	3
ENSG00000234892	0	1	1	3	1	4	0	3	1	3	0	4
ENSG00000234894	0	0	0	0	0	0	1	0	1	1	0	7
ENSG00000234895	0	1	0	0	0	0	1	0	0	5	0	6
ENSG00000234896	0	1	2	0	0	0	2	0	1	2	0	4
ENSG00000234898	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000234899	13	76	10	30	50	26	31	18	11	69	17	52
ENSG00000234900	0	2	1	0	1	0	3	3	1	4	0	14
ENSG00000234901	0	0	0	0	0	0	0	0	0	1	0	5
ENSG00000234902	2	0	0	1	1	2	2	2	3	2	0	2
ENSG00000234903	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234906	0	0	0	1	0	0	2	0	3	3	0	11
ENSG00000234907	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234910	0	0	0	0	0	0	1	0	2	1	0	5
ENSG00000234911	5	17	5	2	4	6	8	5	4	24	2	16
ENSG00000234912	19	33	9	52	52	26	44	56	54	62	2	22
ENSG00000234913	2	31	4	0	0	0	0	1	3	16	2	7
ENSG00000234915	3	7	4	0	0	0	3	3	4	2	1	2
ENSG00000234917	3	2	2	4	2	0	7	2	0	2	1	6
ENSG00000234918	197	1	87	179	288	108	143	112	204	0	0	160
ENSG00000234919	0	0	0	1	0	0	1	0	1	1	0	1
ENSG00000234921	2	0	0	1	0	1	8	4	0	7	0	4
ENSG00000234922	0	0	0	0	0	0	4	1	2	4	0	3
ENSG00000234925	36	34	42	36	19	12	8	11	9	11	1	12
ENSG00000234927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234928	1	4	0	4	3	1	0	0	1	7	1	3
ENSG00000234929	2	1	9	3	1	2	11	6	14	17	4	35
ENSG00000234931	7	0	10	0	0	0	1	4	6	2	0	6
ENSG00000234932	0	0	0	0	0	0	0	0	0	0	0	5
ENSG00000234933	4	8	5	0	0	0	0	1	0	2	0	1
ENSG00000234934	0	0	0	0	0	0	1	0	1	1	0	1
ENSG00000234936	7	2	8	78	72	55	8	6	6	13	4	7
ENSG00000234937	3	6	6	0	1	0	5	2	1	7	1	1
ENSG00000234938	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000234939	0	0	0	0	0	0	0	0	0	0	0	5
ENSG00000234940	0	0	0	0	0	0	1	0	0	2	0	1
ENSG00000234941	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234942	2	0	0	0	0	0	1	2	0	9	0	7
ENSG00000234943	2	12	1	0	0	0	1	1	3	1	1	3
ENSG00000234944	0	0	0	0	0	0	2	2	1	5	0	8
ENSG00000234945	122	195	93	157	206	195	264	97	101	111	23	59
ENSG00000234946	1	4	1	4	0	0	1	2	2	2	0	0
ENSG00000234948	6	92	562	6	4	7	17	20	18	36	2	56
ENSG00000234949	4	1	5	21	10	8	23	6	14	7	2	18
ENSG00000234950	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234952	0	0	0	0	0	0	2	0	1	3	0	4
ENSG00000234953	0	0	0	0	0	0	0	2	0	5	0	0
ENSG00000234956	1	0	2	0	0	0	1	0	2	2	0	3
ENSG00000234958	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234958.6_PAR_Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234961	1032	2405	912	7415	7046	9717	732	551	588	428	387	650
ENSG00000234962	0	0	0	0	0	0	2	4	8	17	1	28
ENSG00000234964	2	1	0	1	2	2	1	0	0	1	0	1
ENSG00000234965	2	0	4	5	4	1	0	2	2	17	0	0
ENSG00000234967	0	0	0	0	1	0	1	2	3	5	0	3
ENSG00000234969	2	2	2	0	5	3	2	5	4	1	0	1
ENSG00000234973	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000234975	0	0	2	9	3	2	4	4	4	6	0	6
ENSG00000234977	1	0	0	0	0	0	0	3	2	1	0	1
ENSG00000234979	0	0	0	0	0	0	0	1	4	3	0	0
ENSG00000234981	2	1	0	0	1	0	1	0	0	6	0	4
ENSG00000234982	16	17	2	0	1	0	0	1	0	12	1	8
ENSG00000234983	8	12	11	7	11	5	6	3	3	7	0	4
ENSG00000234984	0	0	0	0	0	0	0	0	1	4	0	13
ENSG00000234985	0	0	1	1	0	0	2	3	2	4	0	4
ENSG00000234986	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234988	0	0	0	1	4	0	6	2	6	10	0	21
ENSG00000234993	0	0	0	3	0	0	0	1	2	6	0	12
ENSG00000234995	9	32	6	1	0	0	0	1	0	1	0	2
ENSG00000234996	5	6	2	4	3	1	10	8	8	5	2	19
ENSG00000234997	2	2	2	9	0	0	4	2	5	13	0	5
ENSG00000234998	1	0	1	2	3	1	0	1	0	2	0	0
ENSG00000234999	2	5	0	1	0	0	1	1	0	3	0	4
ENSG00000235001	0	3	0	1	0	2	2	1	0	0	0	1
ENSG00000235002	0	0	0	0	0	0	2	1	1	2	0	0
ENSG00000235004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235005	0	0	0	1	2	0	2	0	0	0	0	3
ENSG00000235007	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235008	5	1	2	0	1	0	4	4	2	5	0	9
ENSG00000235009	0	2	0	0	0	1	0	0	1	14	0	1
ENSG00000235010	2	1	4	0	3	4	1	4	2	1	0	4
ENSG00000235011	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235012	0	1	0	3	0	0	6	5	4	13	0	32
ENSG00000235013	0	1	0	0	0	0	2	0	0	3	0	0
ENSG00000235014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235015	0	0	0	0	0	0	0	0	2	4	0	1
ENSG00000235016	66	75	70	302	453	299	114	120	91	75	19	55
ENSG00000235018	5	3	3	0	0	0	1	1	4	5	1	1
ENSG00000235020	7	79	0	2	0	1	4	3	8	17	0	46
ENSG00000235021	1	0	0	1	0	1	3	1	0	1	0	1
ENSG00000235023	1	1	1	2	4	0	3	2	3	5	0	5
ENSG00000235024	0	0	0	0	0	0	1	2	0	1	0	5
ENSG00000235026	1	0	0	5	0	3	49	2	2	8	2	22
ENSG00000235027	209	309	463	867	562	612	491	189	161	193	168	161
ENSG00000235028	1	0	0	0	0	0	0	0	0	1	0	5
ENSG00000235029	0	1	1	3	1	0	0	1	1	4	0	1
ENSG00000235032	0	14	4	0	1	0	0	0	4	5	0	0
ENSG00000235033	19	16	11	155	158	248	33	23	23	45	10	62
ENSG00000235034	2	0	2	4	1	2	3	1	1	11	0	7
ENSG00000235035	0	0	0	0	0	0	0	1	0	4	0	4
ENSG00000235036	12	10	13	0	4	1	6	7	5	4	0	9
ENSG00000235038	0	0	0	0	0	0	0	1	1	4	0	3
ENSG00000235039	0	0	0	0	0	0	0	1	0	4	0	1
ENSG00000235040	0	0	0	0	0	0	2	0	0	3	0	0
ENSG00000235042	3	3	8	5	8	8	17	6	9	12	4	17
ENSG00000235043	2	1	0	3	2	1	8	2	0	1	1	3
ENSG00000235044	0	0	0	0	1	0	4	0	2	2	0	2
ENSG00000235045	1	1	0	0	0	0	0	1	1	3	0	2
ENSG00000235047	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000235049	6	0	1	1	1	0	5	9	4	13	3	15
ENSG00000235050	1	0	2	0	0	1	4	1	4	14	2	9
ENSG00000235051	0	0	0	0	2	0	0	1	1	3	0	2
ENSG00000235052	0	1	1	2	0	0	1	3	0	1	0	3
ENSG00000235054	0	0	0	0	0	0	3	4	3	8	0	19
ENSG00000235055	0	0	0	0	0	0	1	0	0	3	0	2
ENSG00000235056	0	0	0	0	0	0	0	1	0	1	0	3
ENSG00000235058	0	0	2	10	3	2	3	4	2	0	0	2
ENSG00000235059	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235060	3	3	4	0	1	0	0	3	3	4	1	4
ENSG00000235061	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235062	0	0	0	0	0	0	0	1	1	3	0	1
ENSG00000235064	0	0	0	1	0	0	1	0	4	2	0	7
ENSG00000235065	2	1	1	16	15	7	2	3	3	2	0	2
ENSG00000235066	50	73	64	26	35	36	25	20	28	38	7	26
ENSG00000235069	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235070	0	1	0	0	0	0	0	0	0	0	0	6
ENSG00000235071	0	0	1	0	0	0	1	9	4	1	0	5
ENSG00000235072	3	11	1	5	17	13	3	2	5	29	1	19
ENSG00000235076	0	3	0	0	2	1	2	1	2	4	0	2
ENSG00000235077	1	1	0	1	1	4	3	2	0	1	0	1
ENSG00000235078	17	14	25	133	85	103	42	25	21	41	17	35
ENSG00000235079	86	195	122	85	138	111	102	60	64	92	10	44
ENSG00000235080	0	0	0	0	0	0	0	0	1	2	0	4
ENSG00000235081	1	5	0	11	0	2	3	0	2	1	0	3
ENSG00000235082	3	15	6	5	0	1	6	1	3	1	1	3
ENSG00000235083	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235084	1	0	2	4	4	3	4	3	2	6	1	1
ENSG00000235085	1	7	1	6	19	8	4	2	2	2	0	7
ENSG00000235086	1	10	1	0	0	2	0	2	1	0	0	5
ENSG00000235088	5	4	9	0	0	2	1	4	3	9	0	11
ENSG00000235089	0	0	0	0	0	0	1	0	2	3	0	5
ENSG00000235090	1	3	3	1	0	0	1	1	2	1	2	1
ENSG00000235091	7	0	9	2	2	1	12	4	4	6	1	3
ENSG00000235092	8	15	10	7	16	18	11	3	4	28	7	29
ENSG00000235094	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235095	0	1	0	0	0	0	0	1	1	3	0	1
ENSG00000235096	17	20	4	0	0	0	11	5	4	9	1	12
ENSG00000235097	0	0	0	0	0	0	4	1	5	6	0	16
ENSG00000235098	11	5	9	93	49	61	69	10	12	17	25	5
ENSG00000235099	0	0	0	0	0	0	0	0	0	1	0	4
ENSG00000235100	2	6	1	2	2	1	17	0	4	12	0	16
ENSG00000235101	2	0	2	0	0	0	0	0	0	0	0	3
ENSG00000235102	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000235105	1	7	3	1	0	2	0	1	2	1	0	0
ENSG00000235106	93	183	138	125	190	236	123	304	169	147	27	85
ENSG00000235108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235109	65	41	95	483	89	76	152	62	77	327	38	159
ENSG00000235110	0	0	0	0	0	0	0	2	3	6	0	11
ENSG00000235111	24	15	10	10	24	13	4	15	10	9	1	6
ENSG00000235112	7	4	0	0	0	0	3	2	0	2	2	3
ENSG00000235113	0	0	0	0	0	0	3	1	2	2	0	3
ENSG00000235115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235118	0	0	0	0	0	0	0	0	0	4	0	5
ENSG00000235119	1	1	0	0	0	4	0	0	2	0	0	0
ENSG00000235120	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000235121	2	9	5	7	2	5	7	5	1	4	2	12
ENSG00000235122	2	1	1	0	1	1	22	2	2	16	0	22
ENSG00000235123	3	0	4	0	0	0	685	316	70	5	0	7
ENSG00000235124	0	0	0	1	0	0	0	1	1	7	0	4
ENSG00000235126	0	0	0	0	0	0	2	2	0	6	1	4
ENSG00000235127	0	0	0	0	0	0	1	2	2	0	0	1
ENSG00000235128	3	5	2	1	1	2	1	2	2	6	0	10
ENSG00000235129	0	6	0	0	0	1	0	0	1	1	0	4
ENSG00000235131	1	1	0	0	0	0	1	1	1	0	0	0
ENSG00000235133	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000235136	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000235137	0	0	0	0	0	0	1	2	0	8	0	10
ENSG00000235138	4	9	8	1	2	0	3	4	9	18	1	5
ENSG00000235139	0	0	1	0	0	0	2	1	1	1	0	9
ENSG00000235140	0	2	1	1	0	0	2	5	3	11	0	10
ENSG00000235141	5	11	8	0	3	0	3	1	0	3	0	1
ENSG00000235142	5	1	6	11	3	16	7	17	11	35	5	45
ENSG00000235143	0	0	0	0	0	0	4	2	2	4	0	21
ENSG00000235145	0	3	0	0	1	0	0	2	0	0	0	1
ENSG00000235146	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000235147	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000235148	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000235149	0	0	1	0	0	0	0	2	0	1	0	2
ENSG00000235150	0	0	0	0	0	0	0	0	1	1	0	4
ENSG00000235151	0	0	0	0	3	0	2	1	1	0	0	2
ENSG00000235152	0	0	0	0	0	0	0	2	2	10	0	10
ENSG00000235154	0	0	0	0	0	0	0	2	0	2	0	4
ENSG00000235156	1	0	1	1	1	0	4	1	0	1	0	7
ENSG00000235158	1	0	0	0	0	0	0	0	2	3	0	7
ENSG00000235159	21	66	17	0	2	1	16	12	16	22	6	11
ENSG00000235160	0	0	0	0	0	0	0	1	2	1	0	14
ENSG00000235162	70	94	60	116	117	158	183	57	90	61	10	68
ENSG00000235163	0	0	0	0	0	0	0	1	0	1	0	1
ENSG00000235165	0	0	0	0	0	0	0	3	2	1	1	9
ENSG00000235166	0	0	12	0	0	0	1	3	9	19	0	19
ENSG00000235168	0	0	0	1	0	0	0	1	1	3	0	2
ENSG00000235169	2	1	1	20	13	12	34	5	5	3	2	5
ENSG00000235170	0	0	0	0	0	0	0	0	0	1	0	3
ENSG00000235172	0	0	0	1	1	5	2	2	5	7	1	30
ENSG00000235173	47	357	58	114	91	75	134	133	144	188	62	106
ENSG00000235174	5	2	4	29	32	19	9	7	17	5	0	5
ENSG00000235175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235180	3	1	1	0	3	2	3	2	1	6	0	3
ENSG00000235181	0	0	0	0	0	0	0	1	0	3	0	3
ENSG00000235182	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000235183	12	2	1	1	1	0	1	3	1	4	0	1
ENSG00000235185	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000235186	0	0	1	0	0	0	0	0	0	8	1	16
ENSG00000235189	13	19	19	36	42	42	29	9	24	24	6	7
ENSG00000235190	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000235191	59	43	73	1019	741	807	332	181	201	178	71	73
ENSG00000235192	5	10	6	20	9	9	13	1	2	9	0	2
ENSG00000235194	49	41	35	53	61	45	48	37	51	145	13	29
ENSG00000235196	2	0	1	0	1	0	1	3	1	1	0	1
ENSG00000235197	0	0	1	1	0	0	1	0	2	2	0	3
ENSG00000235198	0	0	0	0	0	0	0	1	0	3	0	2
ENSG00000235199	1	0	0	0	0	0	0	0	1	0	0	3
ENSG00000235200	0	0	0	0	0	0	2	0	1	1	0	7
ENSG00000235201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235202	0	0	0	0	0	0	0	0	0	2	0	3
ENSG00000235203	0	0	0	0	0	0	0	1	1	2	0	4
ENSG00000235204	11	3	13	2	2	1	5	10	7	1	3	2
ENSG00000235205	0	0	1	1	0	0	2	12	7	3	0	6
ENSG00000235207	0	0	1	0	0	0	1	0	1	4	1	2
ENSG00000235208	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235209	3	0	0	0	1	0	3	1	0	1	0	1
ENSG00000235211	0	0	0	0	0	0	0	1	2	0	0	2
ENSG00000235213	0	0	0	0	0	0	0	1	1	6	2	5
ENSG00000235214	0	1	1	5	0	6	0	4	3	4	0	0
ENSG00000235215	1	0	1	0	0	0	0	0	1	0	0	1
ENSG00000235217	13	27	10	52	86	136	35	26	43	25	10	11
ENSG00000235218	0	0	0	0	0	0	1	2	0	3	0	3
ENSG00000235219	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235221	2	0	0	0	0	0	0	147	677	3	0	7
ENSG00000235224	3	6	3	0	0	0	2	2	1	0	0	1
ENSG00000235225	1	0	1	1	0	0	1	0	0	0	0	2
ENSG00000235226	0	0	0	0	0	0	0	0	0	3	0	2
ENSG00000235227	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000235232	0	0	0	0	0	0	1	0	0	4	1	0
ENSG00000235235	0	0	0	0	0	0	1	0	0	14	0	0
ENSG00000235236	22	56	39	97	126	101	58	37	26	42	8	28
ENSG00000235237	16	6	8	18	15	21	34	26	26	22	3	19
ENSG00000235238	0	2	0	0	3	1	3	1	1	1	0	2
ENSG00000235239	0	0	0	0	0	0	0	0	1	1	0	5
ENSG00000235240	0	0	0	0	0	0	0	3	0	0	0	1
ENSG00000235241	4	4	0	45	16	5	17	4	3	1	7	2
ENSG00000235242	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000235243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235244	50	117	24	11	3	3	37	27	51	61	5	35
ENSG00000235246	3	19	8	48	60	106	11	3	0	4	0	3
ENSG00000235248	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235251	2	10	11	0	0	0	4	1	0	4	0	0
